,2017,2018,2019,2020,ups,downs,avg
08-27,-0.09734001755714417,-0.06260000914335251,-0.02890000119805337,-0.18088001012802124,0.0,4.0,-0.09243000950664282
08-28,-0.18088001012802124,-0.06359999626874924,-0.02890000119805337,-0.1654999852180481,0.0,4.0,-0.10971999820321797
08-29,-0.1654999852180481,-0.06359999626874924,-0.02890000119805337,-0.1687499880790711,0.0,4.0,-0.10668749269098043
08-30,-0.1687499880790711,-0.06499999016523361,-0.02890000119805337,-0.1687499880790711,0.0,4.0,-0.1078499918803573
08-31,-0.1687499880790711,-0.03190000355243683,-0.03990000113844872,-0.1687499880790711,0.0,4.0,-0.10232499521225694
09-01,-0.1687499880790711,-0.05910000205039977,-0.03990000113844872,-0.15257000923156738,0.0,4.0,-0.10508000012487173
09-02,-0.15257000923156738,-0.05910000205039977,-0.03990000113844872,-0.12424999475479125,0.0,4.0,-0.09395500179380176
09-03,-0.12424999475479125,-0.05910000205039977,-0.03990000113844872,-0.10089001059532167,0.0,4.0,-0.08103500213474035
09-04,-0.10089001059532167,-0.05910000205039977,-0.03990000113844872,-0.08500000834465032,0.0,4.0,-0.07122250553220512
09-05,-0.08500000834465032,-0.06000000238418578,-0.03990000113844872,-0.0884999930858612,0.0,4.0,-0.06835000123828651
09-06,-0.0884999930858612,-0.0212000012397766,-0.03990000113844872,-0.0884999930858612,0.0,4.0,-0.059524997137486935
09-07,-0.0884999930858612,-0.05130000412464138,-0.03990000113844872,-0.0884999930858612,0.0,4.0,-0.06704999785870312
09-08,0.0,-0.04000000655651091,-0.03990000113844872,-0.0884999930858612,0.0,4.0,-0.04210000019520521
09-09,0.0,-0.04000000655651091,-0.03990000113844872,-0.11800000071525575,0.0,4.0,-0.04947500210255384
09-10,0.0,-0.04000000655651091,-0.03990000113844872,-0.11700001358985901,0.0,4.0,-0.04922500532120466
09-11,0.0,-0.04000000655651091,-0.03990000113844872,-0.09933000802993763,0.0,4.0,-0.04480750393122432
09-12,0.0,-0.04000000655651091,-0.03990000113844872,-0.1099999845027924,0.0,4.0,-0.04747499804943802
09-13,0.0,-0.04000000655651091,-0.03990000113844872,-0.1099999845027924,0.0,4.0,-0.04747499804943802
09-14,0.0,-0.03300000727176662,-0.03990000113844872,-0.1099999845027924,0.0,4.0,-0.045724998228251934
09-15,0.019300013780593817,-0.03300000727176662,-0.03990000113844872,-0.1099999845027924,1.0,3.0,-0.04089999478310348
09-16,0.019300013780593817,-0.03300000727176662,-0.03990000113844872,-0.10074999928474432,1.0,3.0,-0.038587498478591456
09-17,0.019300013780593817,-0.03300000727176662,-0.03990000113844872,-0.08799999952316279,1.0,3.0,-0.03539999853819606
09-18,0.019300013780593817,-0.03300000727176662,-0.04690000042319297,-0.09999999403953552,1.0,3.0,-0.040149996988475316
09-19,0.019300013780593817,-0.03300000727176662,-0.04690000042319297,-0.09000000357627869,1.0,3.0,-0.03764999937266112
09-20,0.019300013780593817,-0.03300000727176662,-0.04690000042319297,-0.09000000357627869,1.0,3.0,-0.03764999937266112
09-21,0.019300013780593817,-0.051200002431869486,-0.04690000042319297,-0.09000000357627869,1.0,3.0,-0.04219999816268683
09-22,0.019300013780593817,-0.051200002431869486,-0.04690000042319297,-0.07129999995231627,1.0,3.0,-0.03752499725669623
09-23,-0.007999986410140991,-0.051200002431869486,-0.04690000042319297,-0.06000000238418578,0.0,4.0,-0.04152499791234731
09-24,-0.012399986386299132,-0.051200002431869486,-0.04690000042319297,-0.08000001311302185,0.0,4.0,-0.04762500058859586
09-25,-0.012399986386299132,-0.051200002431869486,-0.04690000042319297,-0.07829999923706055,0.0,4.0,-0.047199997119605534
09-26,-0.012399986386299132,-0.051200002431869486,-0.04690000042319297,-0.09200000762939453,0.0,4.0,-0.05062499921768903
09-27,-0.012399986386299132,-0.023220002651214586,-0.04690000042319297,-0.09200000762939453,0.0,4.0,-0.0436299992725253
09-28,-0.012399986386299132,-0.023220002651214586,-0.04690000042319297,-0.09200000762939453,0.0,4.0,-0.0436299992725253
09-29,-0.012399986386299132,-0.023220002651214586,-0.04690000042319297,-0.08140000700950623,0.0,4.0,-0.040979999117553234
09-30,-0.012399986386299132,-0.023220002651214586,-0.04690000042319297,-0.06999999284744263,0.0,4.0,-0.03812999557703733
10-01,0.005000010132789612,-0.023220002651214586,-0.04690000042319297,-0.06389999389648443,1.0,3.0,-0.03225499670952558
10-02,0.005000010132789612,-0.023220002651214586,-0.04690000042319297,-0.03999999165534973,1.0,3.0,-0.026279996149241917
10-03,0.005000010132789612,-0.009709998965263351,-0.039000004529953,-0.03979998826980592,1.0,3.0,-0.020877495408058163
10-04,0.006100013852119389,-0.009709998965263351,-0.039000004529953,-0.03979998826980592,1.0,3.0,-0.02060249447822572
10-05,0.006100013852119389,0.008100003004074109,-0.039000004529953,-0.03979998826980592,2.0,2.0,-0.016149993985891353
10-06,-0.01759999990463257,0.008100003004074109,-0.028500001877546317,-0.00999999046325678,1.0,3.0,-0.011999997310340387
10-07,-0.01759999990463257,0.03750000894069669,-0.028500001877546317,0.007999986410140991,2.0,2.0,-0.00015000160783529976
10-08,-0.01759999990463257,0.03750000894069669,-0.028500001877546317,0.011050015687942505,2.0,2.0,0.0006125057116150787
10-09,-0.01759999990463257,0.03750000894069669,-0.028500001877546317,-0.014999985694885197,1.0,3.0,-0.005899994634091847
10-10,-0.01759999990463257,0.0331000089645386,-0.028500001877546317,-0.03000000119209289,1.0,3.0,-0.010749998502433291
10-11,-0.01759999990463257,0.0331000089645386,-0.028500001877546317,-0.03000000119209289,1.0,3.0,-0.010749998502433291
10-12,0.0042000114917755136,0.0331000089645386,-0.03420000150799751,-0.03000000119209289,2.0,2.0,-0.0067249955609440725
10-13,0.0042000114917755136,0.0331000089645386,-0.027500003576278687,-0.004999995231628418,2.0,2.0,0.0012000054121017525
10-14,0.0042000114917755136,0.0331000089645386,-0.027500003576278687,0.0023100078105926514,3.0,1.0,0.00302750617265702
10-15,0.009500011801719666,0.0331000089645386,-0.027500003576278687,0.02900001406669617,3.0,1.0,0.011025007814168935
10-16,0.009500011801719666,0.0331000089645386,-0.027500003576278687,0.01690000295639038,3.0,1.0,0.00800000503659249
10-17,0.009500011801719666,0.0331000089645386,-0.027500003576278687,0.029900014400482174,3.0,1.0,0.011250007897615441
10-18,0.009500011801719666,0.0331000089645386,-0.027500003576278687,0.029900014400482174,3.0,1.0,0.011250007897615441
10-19,0.018800005316734314,0.015000008046627059,-0.027500003576278687,0.029900014400482174,3.0,1.0,0.009050006046891216
10-20,0.019300013780593817,0.034000001847744016,-0.027500003576278687,0.02415001392364502,3.0,1.0,0.012487506493926041
10-21,0.008000001311302213,0.0299999937415123,-0.027500003576278687,-0.016000002622604426,2.0,2.0,-0.0013750027865171502
10-22,0.008000001311302213,0.0299999937415123,-0.027500003576278687,-0.02500000596046448,2.0,2.0,-0.003625003620982163
10-23,0.008000001311302213,0.0299999937415123,-0.027500003576278687,-0.023999989032745358,2.0,2.0,-0.003374999389052384
10-24,0.008000001311302213,0.0299999937415123,-0.027500003576278687,0.00999999046325678,3.0,1.0,0.0051249954849481505
10-25,0.01579999923706052,0.0299999937415123,-0.027500003576278687,0.00999999046325678,3.0,1.0,0.007074994966387728
10-26,0.02220000326633453,0.032999999821186066,-0.012999996542930605,0.00999999046325678,3.0,1.0,0.013049999251961694
10-27,0.02220000326633453,0.032999999821186066,-0.012999996542930605,0.021739989519119263,3.0,1.0,0.015984999015927315
10-28,0.020000010728836087,0.032999999821186066,-0.012999996542930605,0.0266999900341034,3.0,1.0,0.016675001010298736
10-29,0.020000010728836087,0.032999999821186066,-0.012999996542930605,0.0400000065565109,3.0,1.0,0.02000000514090061
10-30,0.020000010728836087,0.01869999617338182,-0.012999996542930605,0.04451000690460205,3.0,1.0,0.017552504315972342
10-31,0.020000010728836087,0.01869999617338182,-0.012999996542930605,0.045699998736381565,3.0,1.0,0.017850002273917216
11-01,0.020000010728836087,0.01869999617338182,-0.012999996542930605,0.045699998736381565,3.0,1.0,0.017850002273917216
11-02,0.020000010728836087,0.02160000056028366,0.007000003010034568,0.045699998736381565,4.0,0.0,0.02357500325888397
11-03,0.020000010728836087,0.02160000056028366,0.007000003010034568,0.0400000065565109,4.0,0.0,0.0221500052139163
11-04,0.020000010728836087,0.02160000056028366,0.007000003010034568,0.03155000507831572,4.0,0.0,0.020037504844367504
11-05,0.020000010728836087,0.02160000056028366,0.007000003010034568,-0.005499988794326782,3.0,1.0,0.010775006376206884
11-06,0.020000010728836087,0.02160000056028366,0.007000003010034568,0.0037800073623657227,4.0,0.0,0.01309500541538001
11-07,0.020000010728836087,0.02160000056028366,0.007000003010034568,0.0,3.0,1.0,0.012150003574788579
11-08,0.020000010728836087,0.02160000056028366,0.007000003010034568,0.0,3.0,1.0,0.012150003574788579
11-09,-0.016999989748001067,0.02139999717473984,0.004999998956918722,0.0,2.0,2.0,0.0023500015959143725
11-10,0.008900001645088196,-0.008699998259544374,-0.009999997913837426,0.0,1.0,3.0,-0.002449998632073401
11-11,0.008900001645088196,-0.008699998259544374,-0.009999997913837426,0.0,1.0,3.0,-0.002449998632073401
11-12,0.008900001645088196,-0.008699998259544374,0.0010000020265579224,0.0010000020265579224,3.0,1.0,0.000550001859664917
11-13,0.008900001645088196,0.018500000238418586,0.0010000020265579224,0.0010000020265579224,4.0,0.0,0.007350001484155655
11-14,0.008900001645088196,0.018500000238418586,0.0010000020265579224,0.0010000020265579224,4.0,0.0,0.007350001484155655
11-15,0.007400006055831881,0.019500002264976488,0.0010000020265579224,0.0010000020265579224,4.0,0.0,0.0072250030934810534
11-16,0.007400006055831881,0.019500002264976488,0.003499999642372132,0.003499999642372132,4.0,0.0,0.008475001901388158
11-18,0.007400006055831881,0.019500002264976488,0.003499999642372132,0.003499999642372132,4.0,0.0,0.008475001901388158
11-19,0.007400006055831881,0.019500002264976488,0.003499999642372132,0.003499999642372132,4.0,0.0,0.008475001901388158
11-20,0.007400006055831881,0.019500002264976488,0.003499999642372132,0.003499999642372132,4.0,0.0,0.008475001901388158
11-21,0.007400006055831881,0.024900004267692552,0.003499999642372132,0.003499999642372132,4.0,0.0,0.009825002402067174
11-22,0.030400007963180518,0.024900004267692552,0.003499999642372132,0.003499999642372132,4.0,0.0,0.01557500287890433
11-23,0.024200007319450385,0.024900004267692552,0.003499999642372132,0.003499999642372132,4.0,0.0,0.014025002717971798
11-24,0.011900007724761965,0.024900004267692552,0.003499999642372132,0.003499999642372132,4.0,0.0,0.010950002819299694
11-25,-0.012400001287460244,0.024900004267692552,0.003499999642372132,0.003499999642372132,3.0,1.0,0.004875000566244143
11-26,-0.012400001287460244,0.024900004267692552,0.003499999642372132,0.003499999642372132,3.0,1.0,0.004875000566244143
11-27,-0.012400001287460244,0.024900004267692552,0.010499998927116387,0.010499998927116387,3.0,1.0,0.00837500020861627
11-28,-0.012400001287460244,0.011500000953674304,0.010499998927116387,0.010499998927116387,3.0,1.0,0.005024999380111708
11-29,-0.012400001287460244,0.02139000594615935,0.010499998927116387,0.010499998927116387,3.0,1.0,0.007497500628232971
11-30,-0.012400001287460244,0.02139000594615935,0.010499998927116387,0.010499998927116387,3.0,1.0,0.007497500628232971
12-01,-0.012400001287460244,0.02139000594615935,0.00702999904751777,0.00702999904751777,3.0,1.0,0.005762500688433661
12-02,-0.012400001287460244,0.02139000594615935,0.00702999904751777,0.00702999904751777,3.0,1.0,0.005762500688433661
12-03,-0.012400001287460244,0.02139000594615935,0.00702999904751777,0.00702999904751777,3.0,1.0,0.005762500688433661
12-04,-0.012400001287460244,0.02139000594615935,0.00702999904751777,0.00702999904751777,3.0,1.0,0.005762500688433661
12-05,0.014899998903274562,0.02139000594615935,0.00702999904751777,0.00702999904751777,4.0,0.0,0.012587500736117365
12-06,0.019299998879432703,-0.0010999962687492366,0.00702999904751777,0.00702999904751777,3.0,1.0,0.008065000176429752
12-07,0.019299998879432703,-0.0010999962687492366,0.01290000230073928,0.01290000230073928,3.0,1.0,0.011000001803040508
12-08,0.019299998879432703,-0.0010000020265579224,0.00915000215172767,0.00915000215172767,3.0,1.0,0.009150000289082529
12-09,0.019299998879432703,-0.0010000020265579224,0.00915000215172767,0.00915000215172767,3.0,1.0,0.009150000289082529
12-10,0.019299998879432703,-0.0010000020265579224,0.00915000215172767,0.00915000215172767,3.0,1.0,0.009150000289082529
12-11,0.019299998879432703,-0.0010000020265579224,0.00915000215172767,0.00915000215172767,3.0,1.0,0.009150000289082529
12-12,0.019299998879432703,0.006300002336502089,0.037899997085332864,0.037899997085332864,4.0,0.0,0.02534999884665013
12-13,0.0019000023603439609,0.021999999880790697,0.046000003814697266,0.046000003814697266,4.0,0.0,0.028975002467632294
12-14,0.0007999986410141824,0.021999999880790697,0.0561000034213066,0.0561000034213066,4.0,0.0,0.03375000134110452
12-15,0.0007999986410141824,0.021999999880790697,0.05160000175237656,0.05160000175237656,4.0,0.0,0.031500000506639494
12-16,0.02450001239776614,0.009999997913837431,0.05160000175237656,0.05160000175237656,4.0,0.0,0.03442500345408917
12-17,0.02450001239776614,0.009999997913837431,0.05160000175237656,0.05160000175237656,4.0,0.0,0.03442500345408917
12-18,0.02450001239776614,0.009999997913837431,0.022499997168779373,0.022499997168779373,4.0,0.0,0.01987500116229058
12-19,0.02450001239776614,-0.019400008022785145,0.022499997168779373,0.022499997168779373,3.0,1.0,0.012524999678134936
12-20,0.02450001239776614,-0.015000008046627059,0.022499997168779373,0.022499997168779373,3.0,1.0,0.013624999672174455
12-21,0.05929999053478241,-0.015000008046627059,0.013699997216463096,0.013699997216463096,3.0,1.0,0.01792499423027039
12-22,0.012999996542930605,-0.015000008046627059,0.0001999996602535248,0.0001999996602535248,3.0,1.0,-0.0004000030457973515
12-23,0.0037999898195267,-0.020800001919269576,0.0001999996602535248,0.0001999996602535248,3.0,1.0,-0.004150003194808957
12-24,-0.00030000507831573486,-0.020800001919269576,-0.006499998271465302,-0.006499998271465302,0.0,4.0,-0.008525000885128978
12-26,-0.00030000507831573486,-0.020800001919269576,-0.004009999334812164,-0.004009999334812164,0.0,4.0,-0.00728000141680241
12-27,-0.005600005388259889,-0.020800001919269576,-0.004009999334812164,-0.004009999334812164,0.0,4.0,-0.008605001494288448
12-28,-0.004899993538856506,-0.020800001919269576,-0.004009999334812164,-0.004009999334812164,0.0,4.0,-0.008429998531937603
12-29,-0.005400002002716009,-0.020800001919269576,-0.004009999334812164,-0.004009999334812164,0.0,4.0,-0.008555000647902478
12-30,-0.002999991178512601,-0.020800001919269576,-0.004009999334812164,-0.004009999334812164,0.0,4.0,-0.007954997941851626
12-31,-0.002999991178512601,-0.020800001919269576,-0.004009999334812164,-0.004009999334812164,0.0,4.0,-0.007954997941851626
