,2018,2019,2020,ups,downs,avg
10-14,-0.2150000035762787,-0.028999999165535,-0.031999997794628164,0.0,3.0,-0.09200000017881396
10-15,-0.2150000035762787,-0.039000004529953,-0.02600000053644179,0.0,3.0,-0.0933333362142245
10-16,-0.19499999284744265,-0.024000003933906555,-0.02499999850988389,0.0,3.0,-0.08133333176374435
10-17,-0.152999997138977,-0.04099999368190765,-0.035000003874301924,0.0,3.0,-0.07633333156506218
10-18,-0.152999997138977,-0.04500000178813937,-0.035000003874301924,0.0,3.0,-0.07766666760047276
10-19,-0.16500002145767212,-0.035999998450279236,-0.035000003874301924,0.0,3.0,-0.07866667459408443
10-20,-0.20199999213218686,-0.040000006556510925,-0.02600000053644179,0.0,3.0,-0.08933333307504655
10-21,-0.19099998474121105,-0.040000006556510925,-0.02399999648332597,0.0,3.0,-0.08499999592701596
10-22,-0.19099998474121105,-0.02700001001358032,-0.020000003278255504,0.0,3.0,-0.07933333267768228
10-23,-0.20899999141693115,0.0020000040531158447,-0.012000001966953291,1.0,2.0,-0.07299999644358952
10-24,-0.17800000309944164,0.01000000536441803,-0.004999995231628446,1.0,2.0,-0.05766666432221735
10-25,-0.1730000078678131,-0.003000006079673767,-0.004999995231628446,0.0,3.0,-0.060333336393038436
10-26,-0.13100001215934748,-0.01600000262260437,-0.004999995231628446,0.0,3.0,-0.05066667000452677
10-27,-0.1290000081062317,-0.01000000536441803,-0.009999997913837448,0.0,3.0,-0.04966667046149572
10-28,-0.0990000069141388,-0.01000000536441803,0.0,0.0,3.0,-0.03633333742618562
10-29,-0.0990000069141388,-0.009000003337860106,0.004000000655651079,1.0,2.0,-0.03466666986544927
10-30,-0.08699998259544373,0.008000001311302185,-0.0009999945759773254,1.0,2.0,-0.026666658620039627
10-31,-0.09499999880790704,0.0,-0.010999999940395369,0.0,3.0,-0.035333332916100815
11-01,-0.1029999852180481,-0.009000003337860135,-0.010999999940395369,0.0,3.0,-0.04099999616543453
11-02,-0.10600000619888306,-0.012000009417533876,-0.010999999940395369,0.0,3.0,-0.043000005185604095
11-03,-0.13899999856948853,-0.019000008702278137,-0.0009999945759773254,0.0,3.0,-0.053000000615914665
11-04,-0.1199999749660492,-0.019000008702278137,-0.004999995231628446,0.0,3.0,-0.047999992966651917
11-05,-0.1199999749660492,-0.01600000262260437,-0.012000001966953291,0.0,3.0,-0.04933332651853562
11-06,-0.1029999852180481,-0.009000003337860106,-0.012000001966953291,0.0,3.0,-0.04133333017428716
11-07,-0.07999998331069946,-0.00499999523162839,0.0,0.0,3.0,-0.02833332618077595
11-08,-0.08700001239776611,-0.009999990463256808,0.0,0.0,3.0,-0.03233333428700764
11-09,-0.06800001859664917,-0.0059999972581863395,0.0,0.0,3.0,-0.02466667195161184
11-10,-0.055000007152557366,-0.008000001311302185,0.0,0.0,3.0,-0.021000002821286518
11-11,-0.0790000110864639,-0.008000001311302185,0.0,0.0,3.0,-0.029000004132588693
11-12,-0.0790000110864639,-0.008000001311302185,-0.008000001311302185,0.0,3.0,-0.03166667123635609
11-13,-0.061000004410743686,-0.02299999445676804,-0.02299999445676804,0.0,3.0,-0.035666664441426583
11-14,-0.04700002074241641,-0.01000000536441803,-0.01000000536441803,0.0,3.0,-0.022333343823750827
11-15,-0.06399998068809508,-0.021000012755393985,-0.021000012755393985,0.0,3.0,-0.03533333539962768
11-16,-0.017999976873397768,-0.01600000262260434,-0.01600000262260434,0.0,3.0,-0.016666660706202152
11-18,0.0039999783039093035,-0.015000000596046418,-0.015000000596046418,1.0,2.0,-0.00866667429606118
11-19,0.0039999783039093035,-0.015000000596046418,-0.015000000596046418,1.0,2.0,-0.00866667429606118
11-20,0.0009999871253967283,-0.024000003933906527,-0.024000003933906527,1.0,2.0,-0.01566667358080544
11-21,-0.02300000190734864,-0.03700000792741773,-0.03700000792741773,0.0,3.0,-0.03233333925406137
11-22,-0.06499999761581421,-0.019000001251697526,-0.019000001251697526,0.0,3.0,-0.03433333337306976
11-23,-0.07099997997283937,-0.011000007390975923,-0.011000007390975923,0.0,3.0,-0.03099999825159707
11-25,-0.04600000381469721,-0.021000005304813343,-0.021000005304813343,0.0,3.0,-0.0293333381414413
11-26,-0.04600000381469721,-0.019000001251697526,-0.019000001251697526,0.0,3.0,-0.02800000210603076
11-27,-0.050999999046325684,-0.03999999165534973,-0.03999999165534973,0.0,3.0,-0.04366666078567505
11-28,-0.03700000047683717,-0.028999999165534963,-0.028999999165534963,0.0,3.0,-0.03166666626930236
11-29,-0.046000003814697266,-0.03400000184774399,-0.03400000184774399,0.0,3.0,-0.03800000250339508
11-30,-0.06999999284744263,-0.04999999701976775,-0.04999999701976775,0.0,3.0,-0.05666666229565937
12-02,-0.04500001668930054,-0.04999999701976775,-0.04999999701976775,0.0,3.0,-0.04833333690961202
12-03,-0.04500001668930054,-0.04299999773502351,-0.04299999773502351,0.0,3.0,-0.043666670719782516
12-04,-0.03499999642372132,-0.0509999990463257,-0.0509999990463257,0.0,3.0,-0.0456666648387909
12-05,-0.02900001406669617,-0.042000003159046166,-0.042000003159046166,0.0,3.0,-0.03766667346159617
12-06,-0.04100000858306885,-0.03700000047683717,-0.03700000047683717,0.0,3.0,-0.03833333651224772
12-07,-0.07499998807907103,-0.03700000047683717,-0.03700000047683717,0.0,3.0,-0.049666663010915116
12-09,-0.04899999499320984,-0.034999996423721334,-0.034999996423721334,0.0,3.0,-0.039666662613550834
12-10,-0.04899999499320984,-0.03000000119209292,-0.03000000119209292,0.0,3.0,-0.03633333245913189
12-11,-0.04899999499320984,-0.029999993741512312,-0.029999993741512312,0.0,3.0,-0.03633332749207816
12-12,-0.04299998283386231,-0.03000000119209292,-0.03000000119209292,0.0,3.0,-0.034333328406016037
12-13,-0.023999989032745358,-0.02299999445676804,-0.02299999445676804,0.0,3.0,-0.02333332598209381
12-14,-0.0020000040531158447,-0.019000008702278096,-0.019000008702278096,0.0,3.0,-0.01333334048589068
12-16,-0.03099998831748957,-0.0230000093579292,-0.0230000093579292,0.0,3.0,-0.02566666901111599
12-17,-0.03099998831748957,-0.036000005900859805,-0.036000005900859805,0.0,3.0,-0.03433333337306973
12-18,-0.02300000190734864,-0.0599999949336052,-0.0599999949336052,0.0,3.0,-0.047666663924853005
12-19,-0.03000000119209289,-0.055999994277954115,-0.055999994277954115,0.0,3.0,-0.047333329916000366
12-20,-0.05600002408027649,-0.03300000727176662,-0.03300000727176662,0.0,3.0,-0.04066667954126992
12-21,-0.05699999630451201,-0.023999996483325958,-0.023999996483325958,0.0,3.0,-0.03499999642372132
12-23,-0.02799999713897705,-0.03599999845027922,-0.03599999845027922,0.0,3.0,-0.03333333134651184
12-24,-0.02799999713897705,-0.0450000017881393,-0.0450000017881393,0.0,3.0,-0.03933333357175189
12-26,-0.035999998450279264,-0.04099999368190765,-0.04099999368190765,0.0,3.0,-0.03933332860469819
12-27,-0.02300000190734864,-0.0560000017285347,-0.0560000017285347,0.0,3.0,-0.045000001788139336
12-28,-0.0439999848604202,-0.052000001072883606,-0.052000001072883606,0.0,3.0,-0.04933332900206247
12-30,-0.054000005125999416,-0.04700000584125519,-0.04700000584125519,0.0,3.0,-0.04933333893616993
12-31,-0.054000005125999416,-0.0429999977350235,-0.0429999977350235,0.0,3.0,-0.046666666865348816
