,symbol,company,price,ignore,start_yr,ignore_error,adj_up_start_schedule,adj_up_end_schedule,adj_ups,adj_downs
301,KXPLF,Bayhorse Silver Inc,0.07999999821186066,False,2009.0,,12-14,02-27,6.0,6.0
302,BYIN,Baying Ecological Holding Group Inc,4.099999904632568,False,2009.0,,12-28,03-13,4.0,8.0
303,BYLK,Baylake Corp,$17.43 ,True,,'Date',,,,
304,BYLTF,Baylin Technologies Inc,0.7242000102996826,True,2018.0,,,,,
305,BHROF,Bayshore Petroleum Corp,$0.03 ,True,,No data fetched for symbol BHROF using YahooDailyReader,,,,
306,BYSD,Bayside Corp,0.17499999701976776,False,2009.0,,12-22,03-07,3.0,9.0
307,BTE,Baytex Energy Corp,0.3928000032901764,False,2009.0,,02-21,05-06,3.0,9.0
308,BBAGF,BB Biotech AG,76.05789947509766,False,2009.0,,05-29,08-12,2.0,10.0
309,BLIAQ,BB Liquidating Inc,0.005280000157654285,False,2009.0,,08-01,10-15,8.0,4.0
310,BBSEY,BB Seguridade Participacoes SA,4.849999904632568,True,2014.0,,,,,
311,TRNX,BBHC Inc,0.01489999983459711,False,2009.0,,02-27,05-12,5.0,7.0
312,BBMPY,BBMG Corp,$23.16 ,True,,No data fetched for symbol BBMPY using YahooDailyReader,,,,
313,BMBGF,BBMG Corp,$0.34 ,True,,No data fetched for symbol BMBGF using YahooDailyReader,,,,
314,BBQ,BBQ Holdings Inc,4.607600212097168,False,2009.0,,12-07,02-20,7.0,5.0
315,BBHDF,BBR Holdings (S) Ltd,$0.12 ,True,,No data fetched for symbol BBHDF using YahooDailyReader,,,,
316,BBXIB,BBX Capital Inc,4,True,2020.0,,,,,
317,BBXIA,BBX Capital Inc,4.25,True,2020.0,,,,,
318,CRFTF,BC Craft Supply Co Ltd,0.05999999865889549,True,2020.0,,,,,
319,CYUXF,BC Moly Ltd,0.04399999976158142,False,2010.0,,09-27,12-11,0.0,11.0
320,BCMKF,BCA Marketplace PLC,$3.07 ,True,,No data fetched for symbol BCMKF using YahooDailyReader,,,,
321,BCBP,BCB Bancorp Inc,10.270000457763672,False,2009.0,,09-17,12-01,8.0,4.0
322,BCE,BCE Inc,42.57400131225586,False,2009.0,,03-28,06-11,6.0,6.0
323,BHIN,BCI Holding Inc,$0.80 ,True,,No data fetched for symbol BHIN using YahooDailyReader,,,,
324,BIRNF,BCI Minerals Ltd,0.14000000059604645,False,2010.0,,12-28,03-13,9.0,2.0
325,BLSA,BCLS Acquisition Corp,10.63479995727539,True,2020.0,,,,,
326,BCMRF,BCM Resources Corp,0.04560000076889992,True,2018.0,,,,,
327,BCTG,BCTG Acquisition Corp,10.210000038146973,True,2020.0,,,,,
328,BCWG,BCW Group Holding Inc,1.25,True,2016.0,,,,,
329,BDOUF,BDO Unibank Inc,1.8600000143051147,True,2013.0,,,,,
330,BDOUY,BDO Unibank Inc,19.0,True,2014.0,,,,,
331,JALA,Be Active Holdings Inc,0.02500000037252903,True,2012.0,,,,,
332,BSRSF,BE Resources Inc,0.11249999701976776,True,2013.0,,,,,
333,BESIY,BE Semiconductor Industries NV,46.5,False,2009.0,,12-15,02-28,10.0,2.0
334,BESVF,BE Semiconductor Industries NV,45.029998779296875,True,2014.0,,,,,
335,BCBF,Beach Community Bancshares Inc,0.25,False,2009.0,,12-06,02-19,7.0,5.0
336,BCHEY,Beach Energy Ltd,22.020000457763672,True,2013.0,,,,,
337,BEPTF,Beach Energy Ltd,1.1150000095367432,False,2010.0,,06-26,09-09,5.0,6.0
338,BCONQ,Beacon Power Corp,0.008100000210106373,True,2012.0,,,,,
339,BECN,Beacon Roofing Supply Inc,37.08000183105469,False,2009.0,,10-27,01-10,7.0,5.0
340,BDREF,Beadell Resources Ltd,$0.02 ,True,,No data fetched for symbol BDREF using YahooDailyReader,,,,
341,BEEM,Beam Global,19.22010040283203,True,2020.0,,,,,
342,BEAM,Beam Therapeutics Inc,35.95000076293945,True,2020.0,,,,,
343,BCEKF,Bear Creek Mining Corp,2.434799909591675,False,2009.0,,06-26,09-09,7.0,5.0
344,BSF,Bear State Financial Inc,10.319999694824219,True,2012.0,,,,,
345,BLILF,Bearing Lithium Corp,0.14059999585151672,True,2016.0,,,,,
346,BBGI,Beasley Broadcast Group Inc,1.4500000476837158,False,2009.0,,12-14,02-27,9.0,3.0
347,XHFNF,Beat Holdings Ltd,1.0499999523162842,True,2012.0,,,,,
348,BFDRF,Beaufield Resources Inc,$0.10 ,True,,No data fetched for symbol BFDRF using YahooDailyReader,,,,
349,BMNTF,Beaumont Select Corporations Inc,$1.21 ,True,,'Date',,,,
350,BVERS,Beaver Coal Ltd,1349.7099609375,True,2012.0,,,,,
351,BZH,Beazer Homes USA Inc,14.100000381469727,False,2009.0,,11-02,01-16,2.0,10.0
352,BZLYF,Beazley PLC,3.950000047683716,False,2010.0,,12-12,02-25,5.0,6.0
353,BEBE,bebe stores Inc,5.0,False,2009.0,,02-01,04-16,8.0,4.0
354,BECVY,BEC World PCL,1.3700000047683716,True,2013.0,,,,,
355,BECTY,Bechtle AG,36.849998474121094,True,2020.0,,,,,
356,BCKMF,Becker Milk Co Ltd,8.49779987335205,True,2012.0,,,,,
357,BCCLF,Becle SAB de CV,2.1700000762939453,True,2017.0,,,,,
358,BDX,"Becton, Dickinson and Co",242.22999572753906,False,2009.0,,11-18,02-01,7.0,5.0
359,BBBY,Bed Bath & Beyond Inc,20.190000534057617,False,2009.0,,01-27,04-11,6.0,6.0
360,BFHI,Bedford Holdings Inc,$0.01 ,True,,'Date',,,,
361,BEVVF,Bee Vectoring Technologies International Inc,0.22460000216960907,True,2015.0,,,,,
362,BNNNF,Beenos Inc,$24.66 ,True,,No data fetched for symbol BNNNF using YahooDailyReader,,,,
363,BEES,Beesfree Inc,0.029999999329447746,False,2010.0,,05-15,07-29,2.0,9.0
364,BFMOF,Befimmo SA,41.53770065307617,True,2020.0,,,,,
365,BHOR,Behringer Harvard Opportunity Reit I Inc,$1.30 ,True,,No data fetched for symbol BHOR using YahooDailyReader,,,,
366,BDRFF,Beiersdorf AG,107.11000061035156,False,2010.0,,03-17,05-31,5.0,6.0
367,BDRFY,Beiersdorf AG,24.054000854492188,False,2010.0,,03-29,06-12,2.0,9.0
368,BGNE,BeiGene Ltd,278.5400085449219,True,2016.0,,,,,
369,BJRRF,Beijer Electronics Group AB,$6.10 ,True,,No data fetched for symbol BJRRF using YahooDailyReader,,,,
370,BJCHF,Beijing Capital International Airport Co Ltd,0.7900000214576721,False,2009.0,,10-02,12-16,3.0,9.0
371,BJCHY,Beijing Capital International Airport Co Ltd,3.8499999046325684,True,2013.0,,,,,
372,BJCLF,Beijing Capital Land Ltd,0.19200000166893005,True,2012.0,,,,,
373,PVLTF,Beijing Energy International Holding Co Ltd,0.039000000804662704,True,2015.0,,,,,
374,BJINF,Beijing Enterprises Holdings Ltd,3.0799999237060547,True,2012.0,,,,,
375,BJINY,Beijing Enterprises Holdings Ltd,$57.62 ,True,,No data fetched for symbol BJINY using YahooDailyReader,,,,
376,BJWTF,Beijing Enterprises Water Group Ltd,0.4099999964237213,True,2013.0,,,,,
377,BJWTY,Beijing Enterprises Water Group Ltd,35.25,True,2019.0,,,,,
378,BEIJF,Beijing North Star Co Ltd,0.17000000178813934,False,2010.0,,05-21,08-04,5.0,6.0
379,BSIIF,Beijing Sports and Entertainment Industry Group Lt,$0.01 ,True,,No data fetched for symbol BSIIF using YahooDailyReader,,,,
380,NFGRF,BeijingWest Industries International Ltd,0.019999999552965164,True,2012.0,,,,,
381,BEINF,Being Co Ltd,$5.75 ,True,,No data fetched for symbol BEINF using YahooDailyReader,,,,
382,BELFA,Bel Fuse Inc,13.0,False,2009.0,,08-22,11-05,2.0,10.0
383,BELFB,Bel Fuse Inc,13.65999984741211,False,2009.0,,05-22,08-05,2.0,10.0
384,BDC,Belden Inc,35.400001525878906,False,2009.0,,09-25,12-09,7.0,5.0
385,BLGVF,Belgravia Hartford Capital Inc,0.014999999664723873,False,2009.0,,12-05,02-18,5.0,7.0
386,BLHWF,Belimo Holding AG,8483.2099609375,True,2013.0,,,,,
387,BLKIB,Belk Inc,$67.67 ,True,,'Date',,,,
388,BLKIA,Belk Inc,$73.00 ,True,,'Date',,,,
389,BCUFF,Bell Copper Corp,0.17509999871253967,True,2013.0,,,,,
390,BLLQF,Bell Equipment Ltd,0.4699999988079071,True,2015.0,,,,,
391,BLLI,Bell Industries Inc,1200.0,False,2009.0,,11-14,01-28,5.0,7.0
392,BELR,Bell Rose Capital Inc,51.0,True,2012.0,,,,,
393,BLLMF,Bellamy's Australia Ltd,$5.36 ,True,,No data fetched for symbol BLLMF using YahooDailyReader,,,,
394,BXEFF,Bellatrix Exploration Ltd,0.2849000096321106,False,2010.0,,08-07,10-21,5.0,6.0
395,BLCNF,Belle Corporation,$0.06 ,True,,'Date',,,,
396,BELLF,Belle International Holdings Ltd,$0.77 ,True,,No data fetched for symbol BELLF using YahooDailyReader,,,,
397,BELLY,Belle International Holdings Ltd,$7.91 ,True,,'Date',,,,
398,BLPH,Bellerophon Therapeutics Inc,8.140000343322754,True,2015.0,,,,,
399,BELGF,Bellevue Gold Ltd,0.8199999928474426,True,2020.0,,,,,
400,BHVCF,Bellhaven Copper & Gold Inc,$0.32 ,True,,'Date',,,,
401,BLCM,Bellicum Pharmaceuticals Inc,2.9000000953674316,True,2014.0,,,,,
402,BRBR,BellRing Brands Inc,20.735000610351562,True,2019.0,,,,,
403,DXBRF,BellRock Brands Inc,0.11349999904632568,True,2019.0,,,,,
404,BTOW,Belltower Entertainment Corp,0.5099999904632568,True,2012.0,,,,,
405,BLUNY,Belluna Co Ltd,6.639999866485596,False,2010.0,,05-06,07-20,5.0,6.0
406,BLU,BELLUS Health Inc,2.444999933242798,False,2009.0,,12-07,02-20,7.0,5.0
407,BLWYF,Bellway PLC,33.79999923706055,True,2012.0,,,,,
408,BLWYY,Bellway PLC,38.150001525878906,True,2014.0,,,,,
409,VNNHF,Belo Sun Mining Corp,0.892300009727478,False,2010.0,,06-16,08-30,5.0,6.0
410,BELP,Belpointe REIT Inc,100.05000305175781,True,2019.0,,,,,
411,BGCC,Beluga Composites Corp,$0.01 ,True,,'Date',,,,
412,BMTLF,BeMetals Corp,0.30399999022483826,True,2019.0,,,,,
413,BMS,Bemis Co Inc,57.25,True,2012.0,,,,,
414,BFFI,Ben Franklin Financial Inc,10.329999923706055,False,2009.0,,12-15,02-28,5.0,7.0
415,BTAM,Ben-Tam Inc,0.029999999329447746,True,2016.0,,,,,
416,BMBN,Benchmark Bankshares Inc,15.550000190734863,False,2009.0,,12-12,02-25,6.0,6.0
417,BHHKF,Benchmark Botanics Inc,0.13161000609397888,True,2017.0,,,,,
418,BHE,Benchmark Electronics Inc,23.5,False,2009.0,,11-14,01-28,8.0,4.0
419,BMRK,Benchmark Energy Corp,0.009999999776482582,True,2012.0,,,,,
420,BHCCF,Benchmark Holdings PLC,$0.65 ,True,,No data fetched for symbol BHCCF using YahooDailyReader,,,,
421,BNCHF,Benchmark Metals Inc,0.8789499998092651,True,2020.0,,,,,
422,BXRBF,Bendigo and Adelaide Bank Ltd,4.0,False,2010.0,,12-22,03-07,7.0,4.0
423,BNCL,Beneficial Bancorp Inc,$16.12 ,True,,No data fetched for symbol BNCL using YahooDailyReader,,,,
424,BFHJ,Beneficial Holdings Inc,0.10000000149011612,False,2009.0,,06-27,09-10,3.0,9.0
425,BNFT,Benefitfocus Inc,11.430000305175781,True,2013.0,,,,,
426,BFYT,Benefytt Technologies Inc,31.0,True,2013.0,,,,,
427,BSEFF,Benesse Holdings Inc,25.100000381469727,True,2012.0,,,,,
428,BSEFY,Benesse Holdings Inc,24.270000457763672,False,2009.0,,07-16,09-29,4.0,8.0
429,BTEAF,Beneteau SA,6.099999904632568,True,2017.0,,,,,
430,BNGLF,Bengal Energy Ltd,0.019999999552965164,False,2009.0,,08-23,11-06,5.0,7.0
431,BGUUF,Benguet Corp,0.03999999910593033,False,2010.0,,07-19,10-02,1.0,10.0
432,XZJBF,Beni Stabili SpA SIIQ,$0.81 ,True,,'Date',,,,
433,BNTC,Benitec Biopharma Inc,2.8740999698638916,True,2014.0,,,,,
434,BNIKF,Benitec Biopharma Inc,$0.02 ,True,,No data fetched for symbol BNIKF using YahooDailyReader,,,,
435,BNTC,Benitec Biopharma Inc,2.8740999698638916,True,2014.0,,,,,
436,BSY,Bentley Systems Inc,32.689998626708984,True,2020.0,,,,,
437,BTOF,Benton Financial Corp,$30.00 ,True,,No data fetched for symbol BTOF using YahooDailyReader,,,,
438,BNTRF,Benton Resources Inc,0.12999999523162842,True,2012.0,,,,,
439,BENZF,Benz Mining Corp,0.5199999809265137,True,2018.0,,,,,
440,BEOB,BEO Bancorp OR,34.0,False,2009.0,,10-06,12-20,6.0,6.0
441,BSNXY,Berendsen PLC,$0.78 ,True,,No data fetched for symbol BSNXY using YahooDailyReader,,,,
442,BRTZF,Berentzen-Gruppe AG,7.849999904632568,True,2019.0,,,,,
443,BRRGF,BerGenBio ASA,2.950000047683716,True,2018.0,,,,,
444,BRGO,Bergio International Inc,0.006099999882280827,False,2009.0,,02-12,04-27,3.0,9.0
445,BRYAF,Berjaya Corp Bhd,0.029999999329447746,False,2010.0,,10-09,12-23,1.0,10.0
446,BRJYF,Berjaya Media Bhd,$0.04 ,True,,No data fetched for symbol BRJYF using YahooDailyReader,,,,
447,BJSAF,Berjaya Sports Toto Bhd,0.6240000128746033,True,2013.0,,,,,
448,BKLRF,Berkeley Energia Ltd,0.3539299964904785,False,2009.0,,06-25,09-08,4.0,8.0
449,BKGFF,Berkeley Group Holdings (The) PLC,59.849998474121094,True,2013.0,,,,,
450,BKGFY,Berkeley Group Holdings (The) PLC,59.93000030517578,True,2014.0,,,,,
451,BLI,Berkeley Lights Inc,90.77999877929688,True,2020.0,,,,,
452,BERK,Berkshire Bancorp Inc,9.350000381469727,False,2009.0,,12-16,03-01,8.0,4.0
453,BRK.A,Berkshire Hathaway Inc,"$340,250.00 ",True,,'Date',,,,
454,BRK.B,Berkshire Hathaway Inc,$226.67 ,True,,'Date',,,,
455,BHLB,Berkshire Hills Bancorp Inc,15.59000015258789,False,2009.0,,09-22,12-06,4.0,8.0
456,BKSH,Berkshire Homes Inc,$2.26 ,True,,No data fetched for symbol BKSH using YahooDailyReader,,,,
457,BLJZY,Berli Jucker PCL,11.949999809265137,True,2013.0,,,,,
458,BKTOF,Berner Kantonalbank AG,$232.50 ,True,,No data fetched for symbol BKTOF using YahooDailyReader,,,,
459,BNIGF,Beroni Group Ltd,2.0,True,2019.0,,,,,
460,BRY,Berry Corp (bry),3.2950000762939453,True,2018.0,,,,,
461,BERY,Berry Global Group Inc,53.77000045776367,True,2012.0,,,,,
462,BDGXF,Bertrandt AG,$45.14 ,True,,No data fetched for symbol BDGXF using YahooDailyReader,,,,
463,BSPK,Bespoke Extracts Inc,0.012500000186264515,True,2012.0,,,,,
464,TRYXF,Bessor Minerals Inc,0.0398700013756752,True,2018.0,,,,,
465,BBY,Best Buy Co Inc,114.4000015258789,False,2009.0,,06-16,08-30,8.0,4.0
466,BTHT,Best Hometown Bancorp Inc,$15.00 ,True,,No data fetched for symbol BTHT using YahooDailyReader,,,,
467,BEST,BEST Inc,3.1649999618530273,True,2017.0,,,,,
468,NWQZF,Best Pacific International Holdings Ltd,$0.61 ,True,,No data fetched for symbol NWQZF using YahooDailyReader,,,,
469,BBEDF,Beter Bed Holding,7.949999809265137,True,2018.0,,,,,
470,BTFRF,Betfair Group PLC,$63.48 ,True,,No data fetched for symbol BTFRF using YahooDailyReader,,,,
471,TPBTF,BetMakers Technology Group Ltd,0.3400000035762787,True,2018.0,,,,,
472,BSTBF,Betsson AB,$6.66 ,True,,No data fetched for symbol BSTBF using YahooDailyReader,,,,
473,BTTR,Better Choice Co Inc,0.8100000023841858,False,2010.0,,04-23,07-07,3.0,8.0
474,BEEN,Better Environment Concepts Inc,0.07000000029802322,True,2012.0,,,,,
475,VEGGF,Better Plant Sciences Inc,0.05640000104904175,True,2020.0,,,,,
476,BETRF,BetterLife Pharma Inc,0.4399999976158142,False,2010.0,,04-30,07-14,4.0,7.0
477,BTTUF,betterU Education Corp,0.02070000022649765,True,2017.0,,,,,
478,BWMX,Betterware de Mexico SAB de CV,31.489999771118164,True,2019.0,,,,,
479,BETW,Bettwork Industries Inc,0.07000000029802322,True,2014.0,,,,,
480,HOPS,Between Dandelions Inc,0.14499999582767487,False,2009.0,,08-16,10-30,5.0,7.0
481,BVNNF,BevCanna Enterprises Inc,0.30000001192092896,True,2019.0,,,,,
482,BEWFF,BeWhere Holdings Inc,0.1808999925851822,True,2014.0,,,,,
483,BXLC,Bexil Corp,14.0,False,2009.0,,10-19,01-02,1.0,11.0
484,XAIR,Beyond Air Inc,5.449999809265137,True,2018.0,,,,,
485,BYND,Beyond Meat Inc,124.26000213623047,True,2019.0,,,,,
486,BYSI,BeyondSpring Inc,17.360000610351562,True,2017.0,,,,,
487,BZZZF,Bezant Resources PLC,$0.12 ,True,,No data fetched for symbol BZZZF using YahooDailyReader,,,,
488,BZQIF,Bezeq The Israeli Telecommunication Corp Ltd,1.1699999570846558,False,2010.0,,09-08,11-22,3.0,8.0
489,BZQIY,Bezeq The Israeli Telecommunication Corp Ltd,5.230000019073486,False,2010.0,,08-09,10-23,2.0,9.0
490,BFET,BFE Corp,0.25,True,2012.0,,,,,
491,PBITF,BFI Finance Indonesia Tbk,$0.15 ,True,,No data fetched for symbol PBITF using YahooDailyReader,,,,
492,BRGXF,BG Group PLC,$15.50 ,True,,'Date',,,,
493,BRGYY,BG Group PLC,$15.22 ,True,,'Date',,,,
494,BGMD,BG Medicine Inc,0.009999999776482582,True,2011.0,,,,,
495,BGSF,BG Staffing Inc,10.399999618530273,True,2014.0,,,,,
496,BGCP,BGC Partners Inc,3.625,False,2009.0,,09-28,12-12,7.0,5.0
497,BHNGF,Bhang Inc,0.043800000101327896,False,2009.0,,12-22,03-07,3.0,9.0
498,BHP,BHP Group Ltd,53.02000045776367,False,2009.0,,08-25,11-08,4.0,8.0
499,BHPLF,BHP Group Ltd,25.610000610351562,False,2009.0,,12-08,02-21,5.0,7.0
500,BBL,BHP Group PLC,43.290000915527344,False,2009.0,,12-05,02-18,5.0,7.0
501,BHPBF,BHP Group PLC,21.799999237060547,False,2010.0,,08-30,11-13,7.0,4.0
502,BHPA,BHPA Inc,1.7999999523162842,True,2012.0,,,,,
503,BICEF,Bic,58.404998779296875,True,2012.0,,,,,
504,BICEY,Bic,29.989999771118164,True,2013.0,,,,,
505,BCYC,Bicycle Therapeutics PLC,20.459999084472656,True,2019.0,,,,,
506,BPPPF,Bid Corp Ltd,17.299999237060547,True,2016.0,,,,,
507,FTBGF,Bidstack Group PLC,0.2879999876022339,True,2015.0,,,,,
508,BDVSF,Bidvest Group Ltd,10.75,False,2010.0,,08-24,11-07,6.0,5.0
509,BDVSY,Bidvest Group Ltd,20.020000457763672,False,2009.0,,10-01,12-15,5.0,7.0
510,BFFBF,Biffa PLC,2.701280117034912,True,2017.0,,,,,
511,BGFV,Big 5 Sporting Goods Corp,8.140000343322754,False,2009.0,,10-11,12-25,3.0,9.0
512,BBUCQ,Big Buck Brewery & Steakhouse Inc,0.007899999618530273,True,2012.0,,,,,
513,BGCUF,Big C Supercenter PCL,$5.50 ,True,,No data fetched for symbol BGCUF using YahooDailyReader,,,,
514,BGCUY,Big C Supercenter PCL,$0.18 ,True,,No data fetched for symbol BGCUY using YahooDailyReader,,,,
515,BIG,Big Lots Inc,46.65999984741211,False,2009.0,,01-02,03-17,8.0,4.0
516,ALVLF,Big Ridge Gold Corp,0.09000000357627869,False,2010.0,,11-30,02-13,3.0,8.0
517,CHLXF,Big River Gold Ltd,0.019999999552965164,True,2019.0,,,,,
518,BRBMF,Big Rock Brewery Inc,3.930000066757202,False,2009.0,,08-05,10-19,7.0,5.0
519,BRPA,Big Rock Partners Acquisition Corp,10.75,True,2017.0,,,,,
520,BSEG,Big Screen Entertainment Group Inc,0.009999999776482582,False,2009.0,,11-16,01-30,4.0,8.0
521,BGKYF,Big Sky Petroleum Corp,$0.28 ,True,,No data fetched for symbol BGKYF using YahooDailyReader,,,,
522,BGGFF,Big Sofa Technologies Group PLC,$0.06 ,True,,No data fetched for symbol BGGFF using YahooDailyReader,,,,
523,BTHI,Big Time Holdings Inc,0.012000000104308128,True,2012.0,,,,,
524,BGGNF,Big Un Ltd,$3.12 ,True,,No data fetched for symbol BGGNF using YahooDailyReader,,,,
525,BYLOF,Big Yellow Group PLC,14.239999771118164,True,2013.0,,,,,
526,BIGC,BigCommerce Holdings Inc,66.76000213623047,True,2020.0,,,,,
527,BBKCF,BIGG Digital Assets Inc,0.19009999930858612,True,2017.0,,,,,
528,BH,Biglari Holdings Inc,100.01000213623047,False,2009.0,,11-14,01-28,6.0,6.0
529,BH.A,Biglari Holdings Inc,$520.01 ,True,,No data fetched for symbol BH.A using YahooDailyReader,,,,
530,BSPR,Bigsupersearch.com Inc,0.013000000268220901,True,2013.0,,,,,
531,BTGHF,Bigtincan Holdings Ltd,0.8899999856948853,True,2020.0,,,,,
532,BIJBF,Bijou Brigitte Modische Accessoires AG,$57.75 ,True,,No data fetched for symbol BIJBF using YahooDailyReader,,,,
533,BFLBF,Bilfinger SE,22.450000762939453,True,2012.0,,,,,
534,BFLBY,Bilfinger SE,4.880000114440918,False,2009.0,,12-15,02-28,6.0,6.0
535,BBSAF,Bilia AB,$24.15 ,True,,No data fetched for symbol BBSAF using YahooDailyReader,,,,
536,BILI,Bilibili Inc,48.52000045776367,True,2018.0,,,,,
537,BILL,Bill.com Holdings Inc,94.66000366210938,True,2019.0,,,,,
538,BLLAF,Billabong International Ltd,0.7549999952316284,True,2012.0,,,,,
539,BLLAY,Billabong International Ltd,$1.51 ,True,,No data fetched for symbol BLLAY using YahooDailyReader,,,,
540,BLRDF,BillerudKorsnas AB,16.33742332458496,True,2014.0,,,,,
541,BLRDY,BillerudKorsnas AB,32.2599983215332,True,2015.0,,,,,
542,BLMC,Biloxi Marsh Lands Corp,2.200000047683716,False,2009.0,,03-30,06-13,6.0,6.0
543,BMBRF,Bim Birlesik Magazalar AS,6.900000095367432,False,2009.0,,09-29,12-13,0.0,12.0
544,BMBHF,Bimb Holdings Bhd,$1.01 ,True,,No data fetched for symbol BMBHF using YahooDailyReader,,,,
545,BMNM,Bimini Capital Management Inc,1.0,False,2009.0,,04-04,06-18,4.0,8.0
546,BINCF,BinckBank NV,$7.55 ,True,,No data fetched for symbol BINCF using YahooDailyReader,,,,
547,BINHF,Binhai Investment Co Ltd,0.20000000298023224,True,2019.0,,,,,
548,BNVIF,Binovi Technologies Corp,0.17499999701976776,True,2020.0,,,,,
549,BLAB,Bio Lab Naturals Inc,0.20000000298023224,True,2012.0,,,,,
550,CDURQ,Bio Pappel SAB de CV,$1.50 ,True,,'Date',,,,
551,CADGF,Bio Pappel SAB de CV,2.299999952316284,False,2009.0,,02-23,05-08,6.0,6.0
552,BIAD,Bio-AMD Inc,0.006320000160485506,True,2012.0,,,,,
553,BOAA,Bio-America Inc,2.0,True,2015.0,,,,,
554,BENH,Bio-En Holdings Corp,1.5,True,2015.0,,,,,
555,BKYI,BIO-key International Inc,0.41190001368522644,False,2009.0,,12-29,03-14,10.0,2.0
556,BPTH,Bio-Path Holdings Inc,3.299999952316284,False,2009.0,,09-02,11-16,5.0,7.0
557,BIO,Bio-Rad Laboratories Inc,603.8900146484375,False,2009.0,,12-22,03-07,9.0,3.0
558,BIO.B,Bio-Rad Laboratories Inc,$596.08 ,True,,'Date',,,,
559,TECH,Bio-Techne Corp,303.8699951171875,False,2009.0,,04-10,06-24,7.0,5.0
560,BDPT,BioAdaptives Inc,0.03200000151991844,True,2014.0,,,,,
561,BIOAQ,BioAmber Inc,$0.05 ,True,,No data fetched for symbol BIOAQ using YahooDailyReader,,,,
562,BIOA.U,BioAmber Inc,$8.35 ,True,,No data fetched for symbol BIOA.U using YahooDailyReader,,,,
563,BASI,Bioanalytical Systems Inc,6.160099983215332,False,2009.0,,11-04,01-18,4.0,8.0
564,BIOAF,Bioasis Technologies Inc,0.25699999928474426,False,2010.0,,07-28,10-11,3.0,8.0
565,BCDA,BioCardia Inc,2.0799999237060547,False,2009.0,,12-28,03-13,5.0,7.0
566,BIOC,Biocept Inc,4.660299777984619,True,2014.0,,,,,
567,BIOX,Bioceres Crop Solutions Corp,5.860000133514404,True,2018.0,,,,,
568,BICX,BioCorRx Inc,1.75,False,2010.0,,12-17,03-02,6.0,5.0
569,BCRX,BioCryst Pharmaceuticals Inc,4.4085001945495605,False,2009.0,,05-06,07-20,5.0,7.0
570,BICTF,Biocure Technology Inc,0.08829999715089798,True,2018.0,,,,,
571,BDSI,BioDelivery Sciences International Inc,3.7950000762939453,False,2009.0,,03-28,06-11,6.0,6.0
572,BDSX,Biodesix Inc,11.270000457763672,True,2020.0,,,,,
573,LITH,BioELife Corp,0.1899999976158142,False,2010.0,,12-31,03-16,9.0,2.0
574,BOTHD,Bioethics Ltd,2.5,True,2020.0,,,,,
575,BPHMF,Biofermin Pharmaceutical Co Ltd,20.885000228881836,True,2019.0,,,,,
576,BFNH,BioForce Nanosciences Holdings Inc,0.9700000286102295,False,2009.0,,12-27,03-12,9.0,3.0
577,BFRA,Biofrontera AG,6.7820000648498535,True,2018.0,,,,,
578,BFFTF,Biofrontera AG,5.650000095367432,True,2018.0,,,,,
579,BFLS,Biofuels Power Corp,$0.05 ,True,,No data fetched for symbol BFLS using YahooDailyReader,,,,
580,BGAIF,BioGaia AB,53.65999984741211,False,2009.0,,02-28,05-13,4.0,8.0
581,BIOGY,BioGaia AB,26.329999923706055,True,2015.0,,,,,
582,BIIB,Biogen Inc,246.39999389648438,False,2009.0,,10-25,01-08,8.0,4.0
583,CNVCF,BioHarvest Sciences Inc,0.11230000108480453,True,2019.0,,,,,
584,BHVN,Biohaven Pharmaceutical Holding Co Ltd,93.92500305175781,True,2017.0,,,,,
585,BKIT,Biohemp International Inc,0.005499999970197678,True,2015.0,,,,,
586,BHTG,BioHiTech Global Inc,1.2599999904632568,True,2018.0,,,,,
587,BOVNF,BioInvent International AB,0.18469999730587006,True,2013.0,,,,,
588,BLGO,BioLargo Inc,0.1340000033378601,False,2009.0,,06-25,09-08,4.0,8.0
589,BIOL,Biolase Inc,0.2847000062465668,False,2009.0,,12-23,03-08,9.0,3.0
590,BLFE,Biolife Sciences Inc,1.909999966621399,False,2009.0,,02-25,05-10,0.0,6.0
591,BLFS,BioLife Solutions Inc,31.7549991607666,False,2009.0,,05-23,08-06,5.0,7.0
592,BOLT,BioLight Life Sciences Ltd,$21.99 ,True,,'Date',,,,
593,BLGTY,BioLight Life Sciences Ltd,$45.92 ,True,,'Date',,,,
594,BLLSF,BioLight Life Sciences Ltd,$0.09 ,True,,No data fetched for symbol BLLSF using YahooDailyReader,,,,
595,BLRX,BioLine Rx Ltd,2.3424999713897705,True,2011.0,,,,,
596,BLNEF,BioLine Rx Ltd,$0.86 ,True,,No data fetched for symbol BLNEF using YahooDailyReader,,,,
597,BIUPF,Biom'Up SA,$2.40 ,True,,No data fetched for symbol BIUPF using YahooDailyReader,,,,
598,BMRN,Biomarin Pharmaceutical Inc,77.8499984741211,False,2009.0,,12-07,02-20,8.0,4.0
599,BMKDF,Biomark Diagnostics Inc,0.11884000152349472,True,2015.0,,,,,
600,BIOIF,Biome Grow Inc,0.02500000037252903,True,2015.0,,,,,
601,BMR,BioMed Realty Trust Inc,$23.81 ,True,,'Date',,,,
602,BMRA,Biomerica Inc,6.861599922180176,False,2009.0,,12-17,03-02,7.0,5.0
603,BMXMF,BioMerieux SA,145.35000610351562,True,2017.0,,,,,
